CustomerID,Recency,Frequency,Monetary,Monetary_log,Cluster
12462.0,19,2,142.0772000508579,4.963384345083166,0
12463.0,53,4,181.22237111926123,5.205227760599588,0
12464.0,10,8,100.74592453277792,4.62247876978862,0
12465.0,17,2,101.94763952019254,4.634220504800958,0
12468.0,188,2,90.32377782913117,4.514411189937882,2
12471.0,2,30,1344.6719969836595,7.204648793274578,1
12472.0,32,7,761.7669996142025,6.636952610617124,1
12473.0,29,5,347.0547400547232,5.852359766412108,1
12474.0,17,18,918.1460518349019,6.823445034467229,1
12475.0,54,1,85.17199405696249,4.456345229949026,0
12476.0,16,11,662.7792994637539,6.497949713900178,1
12477.0,23,6,1029.1027591950656,6.9374138424561655,1
12478.0,4,1,85.03222005623765,4.454721877905757,0
12479.0,11,1,65.4272461883894,4.196107306480839,0
12480.0,28,4,369.33655326773624,5.9144121956260785,1
12481.0,23,10,541.0315895709722,6.295324283082516,1
12483.0,17,8,204.77522693019827,5.326784441665526,1
12484.0,33,6,646.0730741224335,6.472459231125535,1
12488.0,10,3,145.91519231508025,4.989855497267946,0
12489.0,336,1,40.36480985351721,3.722430515835188,2
12490.0,5,10,600.7345063068088,6.399816328607248,1
12491.0,39,1,60.307433307221146,4.115901096719849,0
12492.0,63,2,37.60432428911752,3.653364298411573,0
12493.0,166,2,54.08367812315929,4.0088534494660495,2
12494.0,16,7,166.6586443310652,5.121930033354912,1
12497.0,82,1,37.57882579509937,3.652703571428599,0
12498.0,21,3,55.57087347683323,4.035494249872826,0
12500.0,23,11,177.367453757904,5.183845769410319,1
12501.0,337,1,295.87158897840067,5.693299684965932,2
12502.0,96,5,394.1835055299307,5.979350227983293,1
12504.0,18,2,31.98089076941394,3.495928326148572,0
12506.0,233,1,21.101220119156668,3.0956328160113595,2
12507.0,134,3,64.9158380565064,4.1883787473293115,0
12508.0,26,2,87.9257252097587,4.487801473097961,0
12509.0,284,1,18.458455212844505,2.9682816909164704,2
12510.0,143,2,90.34121064133863,4.514602061898692,0
12512.0,66,2,32.22760324616693,3.5033809535590517,0
12513.0,113,1,73.997096115732,4.317449394329825,0
12514.0,267,1,128.58421808338997,4.864331002455196,2
12515.0,353,1,40.11824978157439,3.716452056563385,2
12516.0,78,2,78.32510994342536,4.373554723455382,0
12517.0,28,5,445.1765465191523,6.100714717907758,1
12518.0,1,5,269.3259433917365,5.599628428668243,1
12519.0,64,1,40.72503638072296,3.7311013414641865,0
12520.0,79,5,337.75582476269744,5.825279566917512,1
12521.0,143,1,83.72813220076381,4.4394476858362015,0
12522.0,39,2,25.049273321905872,3.2599898722980383,0
12523.0,19,11,243.0569685636429,5.497401675761369,1
12524.0,9,8,346.64393162973977,5.8511787709913845,1
12526.0,1,3,172.4104420912199,5.155661282205858,0
12527.0,82,3,39.277064084168394,3.6957821775119095,0
12528.0,9,6,228.55964555630618,5.436162889225667,1
12530.0,60,4,169.72090964749967,5.140030115839973,0
12531.0,15,1,24.47733639167329,3.237789288021093,0
12532.0,30,1,42.047554914197775,3.762305432842592,0
12534.0,131,1,138.39136610289273,4.937285560274104,0
12535.0,92,2,93.45611407711307,4.548135325331625,0
12536.0,43,3,573.5792306052224,6.353638000060417,1
12538.0,29,1,48.90887923486444,3.910198927506372,0
12539.0,22,4,694.285500134786,6.544322552773882,1
12540.0,20,17,1219.3940389923837,7.106929068360235,1
12541.0,30,3,110.65970518148157,4.715455899555261,0
12544.0,36,1,48.34899231651593,3.8989173465527993,0
12545.0,75,2,116.26131601883998,4.764404914557177,0
12546.0,47,2,158.05968895672186,5.069279534017973,0
12547.0,198,2,18.1246780887054,2.950979547607824,2
12548.0,166,1,10.832174028234002,2.470822433568927,2
12550.0,79,1,121.08450932421255,4.8047135043065685,0
12551.0,358,1,23.477638624102912,3.1977599915577173,2
12552.0,39,2,47.929859821381605,3.890387840416111,0
12553.0,8,10,457.1739919229942,6.127249007000711,1
12556.0,50,2,139.07834666420814,4.942201885111028,0
12557.0,16,5,160.4768851953263,5.084362006693714,0
12558.0,8,1,24.233190853434948,3.2281602252640393,0
12559.0,311,2,53.77540830229264,4.003241339626138,2
12560.0,5,3,252.521334964109,5.535447981083968,1
12561.0,303,1,33.56223621047991,3.542761647006915,2
12562.0,8,7,425.2759207127447,6.055086837805102,1
12564.0,261,1,57.12285083870091,4.062558888405886,2
12565.0,289,1,20.771000547659547,3.0805788341195703,2
12566.0,86,1,41.09656174192448,3.7399660685153564,0
12567.0,23,10,1115.4619390060893,7.017919981138998,1
12569.0,2,32,461.0454836453395,6.135663335684697,1
12571.0,40,2,65.40799951485153,4.195817523847162,0
12572.0,9,2,134.6549497329714,4.910114527440128,0
12573.0,227,1,31.93051007822117,3.4943995860411947,2
12574.0,316,1,29.35113557817033,3.4128339328902326,2
12576.0,36,5,181.41394389664157,5.206278521520086,0
12577.0,35,3,144.967301224483,4.983382632408737,0
12578.0,21,2,301.7937744614646,5.713051961449243,1
12579.0,78,1,59.96964664174586,4.110376144294366,0
12580.0,247,1,55.284128239663644,4.030412581362467,2
12581.0,40,1,27.808248901673572,3.3606617663284655,0
12582.0,239,2,49.62350796358158,3.924416052668071,2
12583.0,3,15,641.6373707456778,6.465580600524058,1
12584.0,4,9,270.09001267677553,5.602450915828872,1
12585.0,234,2,207.89156763923697,5.341815302210409,2
12586.0,17,1,27.080630144788863,3.3350800199595483,0
12587.0,8,1,11.404128043362633,2.5180293239326366,0
12588.0,39,1,24.77826980155984,3.2495318812774103,0
12589.0,29,2,80.35014088462242,4.398762565496644,0
12590.0,211,2,320.9060807514814,5.774259828314234,2
12591.0,317,1,57.28406598800427,4.065328745331398,2
12592.0,92,2,44.39836469599536,3.815476084486573,0
12593.0,109,3,53.074899179800845,3.990370107386175,0
12594.0,38,10,330.9932052440401,5.805114502574645,1
12596.0,51,2,58.45285583475192,4.085183659573467,0
12597.0,19,4,449.8082113494879,6.111041997060705,1
12598.0,10,8,319.1732560934714,5.76886227456808,1
12599.0,29,7,116.84445106982623,4.7693655435882265,0
12600.0,29,10,200.40195885128728,5.305302706410387,1
12601.0,190,5,64.95358520098996,4.1889512400965065,2
12602.0,59,1,20.993927513000127,3.0907663931208367,0
12603.0,22,1,15.60047738847273,2.809431453290715,0
12604.0,79,2,32.82202628498132,3.521112255483519,0
12607.0,60,1,211.10379149078915,5.357075737369323,0
12609.0,78,3,140.246221116397,4.950504616510427,0
12610.0,23,5,239.1251764753814,5.481160356019763,1
12611.0,52,1,146.51697916337002,4.993943282126885,0
12612.0,74,1,63.132521661418195,4.160951593476415,0
12613.0,57,5,390.6017430916367,5.970245361850832,1
12614.0,278,1,48.66465156423011,3.905293443921982,2
12615.0,2,4,250.02034884004547,5.52553400692158,1
12616.0,95,2,82.62672622164153,4.4263631606466,0
12617.0,29,1,61.82702390806868,4.140385297921805,0
12618.0,22,1,22.490744246578817,3.1566064817184536,0
12619.0,16,9,202.4164551775414,5.3152553809200676,1
12620.0,15,3,179.23637635300707,5.194269191355795,0
12621.0,2,20,1191.3604162876989,7.083690164580385,1
12622.0,232,1,25.024724019299203,3.259047009999049,2
12623.0,276,1,39.47767275816351,3.7007505321744434,2
12624.0,106,2,83.79255623922009,4.440207758747074,0
12625.0,212,2,213.26079076699074,5.367193921516441,2
12626.0,23,9,718.4698700769322,6.578514649254527,1
12627.0,11,7,545.202595613743,6.30298996115893,1
12628.0,4,3,96.75327661580955,4.582446718670019,0
12630.0,10,2,151.1407183415705,5.024805871140567,0
12631.0,57,1,73.40121456273013,4.309472266473676,0
12633.0,59,4,239.2064452547618,5.48149874215334,1
12635.0,90,2,216.93068945604188,5.384177073960963,0
12637.0,67,8,792.1530628198943,6.676016220436738,1
12638.0,33,1,72.66601245692667,4.299541532135006,0
12639.0,239,1,52.484183183505465,3.9793859687616138,2
12640.0,24,3,141.11421717783395,4.95663108061089,0
12641.0,115,1,23.256906880158347,3.188701396630377,0
12642.0,25,3,109.64818376925017,4.706355652166684,0
12643.0,128,6,90.79534630711106,4.51956160251915,0
12644.0,130,1,65.95063466315659,4.203955551751049,0
12645.0,34,4,182.9032028219481,5.214409547564914,0
12646.0,5,2,121.82978448425874,4.810799530963929,0
12647.0,22,12,334.70095827933,5.816220758552454,1
12648.0,155,1,45.169201490444465,3.832312941382213,2
12649.0,107,3,67.14740406796479,4.221673065971186,0
12650.0,3,1,32.913157557902586,3.523803067635701,0
12651.0,335,1,17.83946722238399,2.9359539896816895,2
12652.0,331,1,112.56096051674463,4.732339789800284,2
12653.0,149,2,137.57919076244997,4.931441936684783,0
12654.0,11,5,85.99989643528792,4.465906928254886,0
12656.0,17,5,358.3503908731392,5.884297931636524,1
12657.0,11,4,135.0591316000608,4.913089582418675,0
12658.0,19,1,87.54809363623635,4.483545835326701,0
12659.0,30,1,9.897189764322198,2.3885049362069086,0
12660.0,11,1,32.00632948467627,3.496699345640667,0
12662.0,1,11,524.8331132637916,6.264983887231402,1
12664.0,8,9,168.023230145833,5.130036161961016,1
12665.0,325,1,6.547196488421325,2.0211761682654386,2
12667.0,58,1,67.67412580747751,4.229372502486084,0
12668.0,12,4,414.524184938129,6.029540819432186,1
12669.0,151,3,213.2418861714283,5.367105685915629,0
12670.0,10,5,271.76158478997354,5.608598097834919,1
12672.0,330,1,27.602091049203715,3.353479828761659,2
12673.0,5,2,83.95257163727953,4.4420931200232445,0
12674.0,39,4,200.46350150145975,5.305608230992203,0
12676.0,25,6,112.94327215424897,4.73570071186219,0
12678.0,42,12,546.44567548622,6.305263233911523,1
12679.0,59,4,122.34222459727279,4.814962805700945,0
12680.0,1,4,119.61217108972339,4.792580200342874,0
12681.0,15,22,1527.9358443278234,7.3323272458125315,1
12682.0,4,31,1336.3481000860313,7.198443902291462,1
12683.0,4,15,830.4303478262937,6.723147528228722,1
12684.0,8,7,228.6710307864139,5.436647984137788,1
12685.0,28,6,367.66460567188517,5.909887302996786,1
12686.0,372,1,11.096646739049508,2.492928285191184,2
12688.0,114,1,427.0034685880104,6.059131299726553,1
12689.0,26,2,166.33513891370814,5.11999862128637,0
12690.0,206,1,45.213298502320704,3.8332676030384527,2
12691.0,28,6,89.94302431882917,4.510233204043902,0
12693.0,127,4,103.03031851721738,4.644682380860462,0
12694.0,70,2,88.24060420090406,4.491336140058042,0
12695.0,7,4,70.46991403607845,4.269276578433884,0
12697.0,29,3,98.57294532522813,4.6008904944107085,0
12700.0,8,4,605.1527161115396,6.407131961105657,1
12701.0,80,2,103.1049157243521,4.645399195681371,0
12702.0,20,1,31.71696065782039,3.4878936179891387,0
12703.0,71,1,43.176364581635994,3.788189908088278,0
12704.0,7,8,216.29197917146817,5.381241975267146,1
12705.0,15,9,788.0026214733139,6.670769643366735,1
12707.0,292,1,78.19898788121937,4.371963519461191,2
12708.0,30,10,360.1947788243046,5.889417366356142,1
12709.0,15,15,654.7538929239103,6.485785555327014,1
12710.0,97,3,154.61600423575757,5.047391461440668,0
12712.0,29,13,418.48404928964305,6.039025502036909,1
12713.0,1,1,92.47630254719003,4.537707955477939,0
12714.0,9,5,561.8030737447041,6.332929786747537,1
12715.0,106,1,41.91698265734826,3.759267613738298,0
12716.0,4,2,146.802434097945,4.995876477241448,0
12717.0,151,2,120.65919818672049,4.801223678263579,0
12718.0,71,1,32.978455327889705,3.525726656937711,0
12719.0,5,2,86.53555702716659,4.472045076844018,0
12720.0,3,25,725.2108666439196,6.5878404225751375,1
12721.0,32,6,336.31711393562335,5.821023478804855,1
12722.0,85,4,120.3296894400093,4.798511546429824,0
12723.0,4,5,111.59807728747757,4.723824639960134,0
12724.0,5,4,132.69593672495986,4.895568092658497,0
12725.0,371,1,58.8266079757972,4.09145051142399,2
12726.0,28,7,245.99324979030436,5.509361007470346,1
12727.0,11,7,361.0075063822302,5.8916649474733,1
12728.0,71,4,105.61537580762071,4.669227739675804,0
12729.0,114,1,60.666918505371825,4.121747620272771,0
12731.0,24,12,1005.4764014283321,6.914210798633428,1
12732.0,180,1,28.747035903661754,3.392729493537532,2
12733.0,234,1,50.600463574572004,3.9435306564504944,2
12734.0,353,1,9.0995584472616,2.312491704798639,2
12735.0,315,2,96.0936865680895,4.575676353287302,2
12736.0,333,1,13.435144985415121,2.669665857083517,2
12738.0,372,1,19.58586056817439,3.0246044599431023,2
12739.0,78,2,92.3462991401822,4.536316224211834,0
12740.0,64,1,56.2425787592913,4.047298005373161,0
12743.0,134,2,130.7386482909488,4.8808200227298855,0
12744.0,52,7,668.2802183718726,6.506202833972631,1
12747.0,2,11,332.9554512397025,5.811007604559012,1
12748.0,1,209,5097.019619903574,8.536607433477807,1
12749.0,4,5,517.5064071915989,6.250952384761216,1
12750.0,129,1,35.939612923888326,3.609284496207486,0
12752.0,81,1,190.4239089057997,5.2544903871307795,0
12753.0,23,6,810.7016221915919,6.699132812276396,1
12754.0,236,3,54.89154593576497,4.023413133227658,2
12755.0,281,2,9.714597872474087,2.3716070988208364,2
12756.0,87,1,7.728562323100435,2.1666006739417094,0
12757.0,16,13,591.2205926626697,6.38387918821839,1
12758.0,117,2,245.46468817548305,5.50721873038328,0
12759.0,52,3,207.07092409863301,5.337879002823853,0
12762.0,8,2,168.6324331963617,5.133633938544127,0
12763.0,138,2,43.16322580260119,3.78789244736711,0
12764.0,317,1,153.1798299644329,5.03811964819248,2
12766.0,4,7,781.8504276880336,6.662941653079199,1
12769.0,239,1,101.40652782381538,4.628950458853019,2
12770.0,211,1,50.28859896759051,3.9374684851300703,2
12772.0,60,1,109.6260071773378,4.706155207714561,0
12775.0,17,5,153.0958106234399,5.03757455586593,0
12778.0,20,6,92.47665315044833,4.537711706188988,0
12779.0,38,8,407.896892509715,6.01346302770786,1
12781.0,64,2,64.79030573087732,4.186472498159268,0
12782.0,5,5,256.5009976965082,5.551023594645831,1
12783.0,2,6,199.6968118877986,5.301795370712491,1
12784.0,9,2,85.19922563838475,4.456661194315895,0
12785.0,364,1,35.3429445315572,3.5930000869710508,2
12787.0,10,3,49.651036632352515,3.9249596970667455,0
12789.0,65,1,7.427671531028898,2.1315205216453044,0
12790.0,192,1,45.33367093351298,3.8358689307708493,2
12791.0,374,1,6.64809958388762,2.034457196570137,2
12792.0,257,1,54.32856332125815,4.013289290935062,2
12793.0,335,2,57.9295887940318,4.076343320953964,2
12794.0,53,2,103.6179384934951,4.650315033040765,0
12795.0,19,1,42.6744356765117,3.776762934963815,0
12797.0,366,1,31.039938111009146,3.4669831905818493,2
12798.0,10,3,25.591461734123524,3.2805901768211934,0
12802.0,187,1,53.80862116359737,4.003847502083999,2
12808.0,37,3,69.05771169370671,4.2493193551421,0
12809.0,178,1,59.182261194549426,4.0973776443502805,2
12811.0,261,3,71.59525245079953,4.284899526452843,2
12812.0,45,1,32.24568194836547,3.503924892453944,0
12814.0,102,1,5.850087392126981,1.9242614101674933,0
12815.0,148,2,119.70273346782324,4.79333077463929,0
12816.0,96,2,68.5142113659758,4.241531211753526,0
12817.0,281,1,12.371793824785904,2.59314755001137,2
12818.0,262,1,51.3680422934845,3.958296525379269,2
12820.0,3,4,127.54803084592612,4.856302615398744,0
12821.0,214,1,12.487081259174374,2.6017322835165237,2
12822.0,71,2,111.34331424024055,4.721559488540581,0
12823.0,75,5,40.896753152372966,3.7352083335287296,0
12824.0,60,1,54.54051955054374,4.017112836363956,0
12826.0,3,7,199.0504776257642,5.298569722832331,1
12827.0,6,3,60.03909101507774,4.111514495238153,0
12828.0,3,6,133.62120663884073,4.902464957837901,0
12829.0,337,2,21.322522581104135,3.105596149993632,2
12830.0,38,6,110.05158306148782,4.709994805632686,0
12831.0,262,1,23.161126995565322,3.1847450191461077,2
12832.0,32,2,59.31611367825482,4.099599293213206,0
12833.0,145,1,57.4936229356836,4.068917738649393,0
12834.0,283,1,44.19008157757974,3.8108776286346533,2
12836.0,59,4,353.81332614017555,5.871591809313439,1
12837.0,173,1,22.20045834987151,3.1441720349370867,2
12838.0,34,2,146.23601411288755,4.992036837463117,0
12839.0,3,14,702.5346296731434,6.556117100180387,1
12840.0,144,4,300.97626775997,5.71034843071076,1
12841.0,5,25,632.3633184007124,6.451044220208921,1
12842.0,70,2,90.44060671060402,4.515689654532391,0
12843.0,66,8,222.52741199619618,5.409534055285436,1
12844.0,29,2,69.10910675317568,4.250052696489813,0
12845.0,267,4,29.190310079529347,3.407521014601058,2
12847.0,22,1,105.02580856847214,4.663682541537396,0
12849.0,31,2,106.2440768412044,4.675107328695189,0
12851.0,97,1,36.56072663779152,3.625959000207017,0
12852.0,295,1,41.956994959411595,3.7601994980196456,2
12853.0,135,6,218.39738087957454,5.390884610119805,1
12854.0,79,3,199.53743351662666,5.301000930151249,0
12855.0,373,1,5.82896710633038,1.92117343320507,2
12856.0,8,6,445.06906638491796,6.100473797396187,1
12857.0,211,2,133.14756786851834,4.898940446767055,2
12863.0,52,1,20.401925477611222,3.0634808935695546,0
12864.0,138,1,5.503958256006486,1.872410954021728,2
12865.0,26,2,210.862450014669,5.355937243411259,0
12866.0,283,1,69.90532414655503,4.261345524464175,2
12867.0,26,7,710.4421259862681,6.567294073373027,1
12868.0,186,6,234.10658546544963,5.460038966491228,0
12871.0,84,2,28.25360837621344,3.376002929358589,0
12872.0,327,2,104.59803939401823,4.65963980475528,2
12873.0,282,1,19.061297361519134,2.9987924544963085,2
12875.0,143,2,1.496074579714234,0.9147193297539948,2
12876.0,58,2,196.50697190707365,5.285773884513428,0
12877.0,4,12,226.7560463722007,5.42827508407395,1
12878.0,236,2,109.9146519038102,4.70876100378828,2
12879.0,45,3,30.77345751333352,3.4586312718636543,0
12881.0,276,1,17.34956073889269,2.909605636279059,2
12882.0,9,2,72.50592968825576,4.297366078995346,0
12883.0,25,4,102.58813440827092,4.64042279052731,0
12884.0,88,1,20.54616671086998,3.070197921881498,0
12885.0,63,3,159.42911341719105,5.077852184057065,0
12886.0,68,2,187.93658717393726,5.241411441162804,0
12888.0,214,2,22.970333911481294,3.1768169787406424,2
12890.0,24,1,82.9441016324622,4.430151120572286,0
12891.0,186,3,4.407146110707648,1.687721432544041,2
12893.0,31,1,38.20670138583481,3.668847685905771,0
12895.0,42,2,51.30575052819449,3.9571063177644623,0
12897.0,205,2,14.547513855684656,2.743900745179601,2
12901.0,9,28,299.75334547105047,5.706290478553686,1
12902.0,265,1,19.83455783956985,3.03661304264634,2
12904.0,18,2,93.42863293037547,4.547844342101196,0
12906.0,12,5,183.32812614127494,5.21671746367371,0
12908.0,176,2,4.610048629257129,1.7245593878138141,2
12909.0,40,5,202.56726683393762,5.315996499815701,1
12910.0,23,8,230.5004634275796,5.444581875371282,1
12912.0,3,5,97.29277734965927,4.587950548865248,0
12913.0,5,5,155.81689411434746,5.055078845188635,0
12915.0,149,2,51.79651119326349,3.9664451126439473,0
12916.0,139,4,295.2122286523599,5.69107618610087,1
12917.0,128,1,14.662592708150504,2.751275239320423,2
12919.0,8,6,136.27717118149076,4.922002029331908,0
12920.0,17,1,31.224426662249133,3.4727247569602007,0
12921.0,9,37,1820.2102106608104,7.507256510001472,1
12922.0,161,1,55.075099962868606,4.026691863068412,2
12923.0,64,1,36.767814975054634,3.6314572842448705,0
12924.0,88,4,74.80700430467125,4.328190693454059,0
12925.0,5,2,92.31117246061027,4.535939848386261,0
12928.0,35,5,215.31702905905703,5.376745058750751,1
12929.0,312,1,17.190611072271533,2.9009055858234682,2
12930.0,78,2,56.89701066219887,4.05866575392312,0
12931.0,22,15,352.02885771036756,5.866549803479684,1
12933.0,24,3,128.6415247217414,4.864773139402437,0
12935.0,2,7,273.1980805894964,5.613850767065407,1
12936.0,17,4,119.59731541648969,4.79245702381721,0
12937.0,15,4,216.65830593133578,5.382926429141678,1
12938.0,26,1,15.980671167220464,2.832075707029033,0
12939.0,64,8,241.14562049068812,5.4895392827500595,1
12940.0,55,2,157.3292433210478,5.064676683376349,0
12942.0,131,3,117.38756311793031,4.773963675698992,0
12944.0,36,2,76.58189647871018,4.351334107172048,0
12945.0,288,1,60.123080244165195,4.112889540253402,2
12947.0,144,6,197.28669364647706,5.289713931138532,0
12948.0,16,7,279.29126932223613,5.6358293100660815,1
12949.0,31,8,518.209888825224,6.252308211482046,1
12950.0,2,3,72.81745498664428,4.301595221074792,0
12951.0,9,6,150.20801289422846,5.018656457673428,0
12952.0,6,4,188.31610984950103,5.243418156810353,0
12953.0,10,1,43.74098592263768,3.8008899925343704,0
12955.0,1,11,436.4930569719902,6.081060835893434,1
12956.0,306,1,24.212678310059623,3.227346975543259,2
12957.0,10,8,534.8565993066164,6.283866586668905,1
12962.0,7,2,37.158382008888424,3.6417454454948106,0
12963.0,8,8,239.67930706743752,5.4834653712863375,1
12965.0,89,1,157.02796928867673,5.062772038175041,0
12966.0,10,1,23.36906283388855,3.19331441116885,0
12967.0,358,2,82.26690297099573,4.4220511469416275,2
12968.0,112,1,12.781469461730975,2.6233248971810745,0
12970.0,7,4,108.71531063645382,4.697888925787236,0
12971.0,4,86,809.3553253316991,6.697472824726515,1
12974.0,198,1,19.962353961290574,3.042728160460329,2
12976.0,212,1,49.758442033018795,3.9270779495662245,2
12977.0,156,1,6.897260311778493,2.0665159033479386,2
12980.0,158,9,129.47416248734208,4.871175218557674,0
12981.0,30,2,46.64811659743056,3.863843103556835,0
12982.0,243,1,56.316136760981344,4.048582202938839,2
12984.0,19,1,12.390571828012323,2.594550864393338,0
12985.0,1,2,151.24648329005726,5.025500808064172,0
12987.0,74,2,68.11398448891747,4.235757090744895,0
12988.0,292,1,104.93227349566989,4.662799960623633,2
12989.0,3,15,223.72021869478607,5.41485615598342,1
12990.0,31,3,39.514699929503884,3.7016648694803216,0
12991.0,23,2,65.5083751391349,4.197327881673666,0
12993.0,23,4,61.421716343970644,4.133913233163912,0
12994.0,4,3,140.70856347252007,4.95377257869218,0
12995.0,85,1,10.845596269540577,2.4719561756886863,0
12997.0,22,4,143.12655142961023,4.970691743003864,0
12999.0,196,3,56.81162851255634,4.057189940781621,2
13000.0,107,3,67.50765293258843,4.226945460671408,0
13001.0,4,13,839.3241619341421,6.733787724458835,1
13002.0,318,1,15.922161323350073,2.828624083806948,2
13003.0,106,3,14.682217734615623,2.7525274420775787,0
13004.0,12,18,787.8038783872511,6.670517720095876,1
13005.0,174,2,66.41837628951943,4.210917626002396,2
13006.0,56,1,8.540457403595047,2.2555414301803305,0
13008.0,323,1,30.3183670176186,3.444204731117697,2
13011.0,372,1,7.868530738600928,2.1825091387003375,2
13012.0,9,8,213.81532620417144,5.369778711132974,1
13013.0,1,13,571.2216306200606,6.349526382453173,1
13014.0,11,10,335.9110146803108,5.819818844090918,1
